0	9.42607102012596	2886.372985	0.006731	0.001450
6780.49850766703	9.42607102012596	3107.125503	0.007246	0.002984
14131.4852272727	9.42607102012596	3342.796034	0.007796	0.003981
22099.7611719606	9.42607102012596	3594.050947	0.008382	0.004940
30737.775753012	4.85500799726177	7462.299723	0.017403	0.010769
40101.2060377875	4.85500799726177	7933.960603	0.018503	0.011902
50252.184405805	5.26388746933187	7774.343289	0.018130	0.012232
61255.2639786418	5.26388746933187	8252.807355	0.019246	0.013585
73183.873932092	5.83365752779299	7900.590446	0.018425	0.013513
86114.6710980285	5.83365752779299	8376.989898	0.019536	0.014815
100131.574534502	6.79713707475356	7622.924060	0.017777	0.013863
115326.572439759	6.79713707475356	8082.317815	0.018848	0.015088
131798.915238226	7.88522835377875	7386.463219	0.017226	0.014130
149655.115580504	7.88522835377875	7830.753397	0.018262	0.015318
169012.175999452	8.90722530544907	7346.642762	0.017133	0.014666
189995.168168127	8.90722530544907	7782.894302	0.018150	0.015840
212742.074383899	9.70663502478094	7559.962266	0.017630	0.015684
237400.559912377	9.70663502478094	7995.604943	0.018646	0.016902
264130.393729463	10.2904131106243	7966.791349	0.018579	0.017158
293106.676177437	10.2904131106243	8404.313299	0.019599	0.018416
324518.225136911	10.6933214189485	8517.558269	0.019863	0.018994
358569.996768894	10.6933214189485	8954.116159	0.020882	0.020285
395482.278600767	10.9248976734666	9193.342082	0.021439	0.021175
435496.337924425	10.9248976734666	9620.514995	0.022436	0.022482
478873.614882256	10.9930657698521	9976.736131	0.023266	0.023679
525895.722467141	10.9930657698521	10378.703426	0.024204	0.024962
576869.288006572	10.8974868042169	10851.429615	0.025306	0.026474
632126.76007667	10.8974868042169	11202.063154	0.026124	0.027664
692027.21541621	10.6566875224534	11768.808383	0.027446	0.029442
756961.200410734	10.6566875224534	12028.207757	0.028051	0.030427
827351.538006572	10.3213179175794	12615.326430	0.029420	0.032280
903657.362280942	10.3213179175794	12729.616831	0.029686	0.032899
986375.732269989	9.95704465251917	13213.802659	0.030815	0.034489
1076044.85962486	9.95704465251917	13122.874714	0.030603	0.034552
1173249.75700986	9.61321858871851	13374.281202	0.031190	0.035505
1278622.23810241	9.61321858871851	13027.520069	0.030381	0.034846
1392849.79364732	9.30935090717415	12959.329765	0.030222	0.034901
1516676.39837076	9.30935090717415	12333.611099	0.028763	0.033433
1650908.96629244	9.04672460117744	11920.258610	0.027799	0.032496
1796420.57838171	9.04672460117744	11035.158537	0.025735	0.030256
1954160.97243976	8.8241212305586	10310.708067	0.024045	0.028405
2125156.54309967	8.8241212305586	9237.184638	0.021542	0.025578
2310520.83170865	8.6430658628149	8294.496408	0.019343	0.023061
2511462.59546824	8.6430658628149	7149.576848	0.016673	0.019968
2729289.84200438	8.50623745249178	6128.567110	0.014292	0.017176
2965421.93307777	8.50623745249178	5050.017147	0.011777	0.014208
3221397.65372399	8.41360372302848	4103.484809	0.009570	0.011578
3498883.28139376	8.41360372302848	3209.447948	0.007485	0.009085
3799686.30349124	8.35937910090361	2454.645337	0.005724	0.006965
4125767.52108434	8.35937910090361	1807.515465	0.004215	0.005142
4479250.73187295	8.33366275109529	1291.182245	0.003011	0.003681
4862438.06155531	8.33366275109529	886.648978	0.002068	0.002530
5277825.29519441	8.24148896262322	590.646867	0.001377	0.001688
5728119.6293264	8.24148896262322	371.799760	0.000867	0.001064
6216253.3894989	8.3681986711391	221.072956	0.000516	0.000634
6745406.62386363	8.3681986711391	127.681076	0.000298	0.000367
7319026.46911281	8.3681986711391	69.905417	0.000163	0.000201
7940849.74407174	8.3681986711391	36.117691	0.000084	0.000104
